STATE,TYPE,NWSC,NCO,RRK,RPP,FDP,EMP,FP,PICES,PSIESC,SD,SL,SSV,PF,SCORE,RANK
MAHARASHTRA,Government,11,7,14,7,2,10,1,0,2,4,3,4,6,5.79,1869
MAHARASHTRA,Government,12,9,5,7,6,9,1,0,6,2,0,2,5,5.79,1870
UTTAR PRADESH,Government,15,15,2,4,8,9,1,1,6,8,7,4,9,5.79,1871
MAHARASHTRA,Private,12,5,13,13,2,7,1,0,4,2,0,4,10,5.78,1872
ANDHRA PRADESH,Private,11,10,13,14,8,12,0,0,8,19,13,8,3,5.76,1873
UTTAR PRADESH,Private,10,11,8,8,3,12,1,1,6,25,4,2,6,5.76,1874
KERALA,Government,8,9,5,7,6,7,0,1,5,15,1,10,0,5.76,1875
TAMIL NADU,Government,12,9,7,7,4,13,1,1,3,7,1,9,4,5.76,1876
ODISHA,Government,17,16,8,11,5,6,0,1,4,12,0,0,5,5.76,1877
MAHARASHTRA,Private,14,7,9,7,3,16,1,0,2,5,1,7,9,5.76,1878
TAMIL NADU,Government,18,6,4,14,2,6,1,1,6,26,7,1,5,5.75,1879
MAHARASHTRA,Private,18,11,7,14,7,12,1,1,4,2,0,10,2,5.75,1880
UTTAR PRADESH,Government,10,6,9,4,2,13,0,0,6,9,6,2,2,5.75,1881
TAMIL NADU,Private,13,9,9,12,8,7,1,0,2,2,1,8,4,5.73,1882
TAMIL NADU,Government,21,12,5,13,2,6,1,1,8,44,10,6,9,5.73,1883
WEST BENGAL,Government,8,13,6,13,1,9,2,1,3,9,5,3,3,5.73,1884
TAMIL NADU,Government,4,13,13,4,2,8,2,1,3,9,1,3,1,5.73,1885
TAMIL NADU,Government,21,12,7,10,2,7,1,1,2,3,3,8,3,5.73,1886
MAHARASHTRA,Government,18,13,12,10,4,7,1,1,4,20,5,9,9,5.71,1887
TAMIL NADU,Private,13,5,11,10,1,10,1,1,7,2,0,0,6,5.71,1888
MAHARASHTRA,Private,12,8,11,4,3,7,1,0,4,4,3,0,1,5.71,1889
MAHARASHTRA,Government,22,6,6,8,4,13,1,0,1,0,0,7,5,5.71,1890
TAMIL NADU,Government,19,6,5,8,7,8,0,0,4,13,3,3,6,5.7,1891
MAHARASHTRA,Government,18,5,7,9,4,3,0,0,4,7,1,0,7,5.7,1892
TAMIL NADU,Government,16,11,9,4,2,9,1,0,1,6,5,1,5,5.7,1893
TAMIL NADU,Government,14,5,3,11,3,13,0,0,4,1,1,4,4,5.7,1894
UTTAR PRADESH,Private,20,11,7,4,5,7,2,0,7,38,12,3,5,5.7,1895
UTTAR PRADESH,Government,11,12,7,4,7,2,1,1,3,0,0,5,7,5.7,1896
TAMIL NADU,Government,17,16,7,11,5,8,0,0,7,0,0,1,3,5.7,1897
KERALA,Government,17,7,12,14,7,9,1,1,7,22,6,0,1,5.68,1898
WEST BENGAL,Private,15,13,14,13,7,10,0,1,8,12,2,2,9,5.67,1899
TELANGANA,Private,15,8,4,16,6,10,1,1,1,4,3,0,7,5.65,1900
WEST BENGAL,Government,16,10,2,7,6,12,0,1,3,4,0,1,2,5.65,1901
TAMIL NADU,Government,16,8,8,7,4,12,1,1,8,24,8,9,2,5.65,1902
MAHARASHTRA,Private,13,9,13,8,4,3,1,0,5,24,0,9,8,5.63,1903
ANDHRA PRADESH,Government,8,10,4,11,1,12,1,1,3,6,2,3,6,5.63,1904
ODISHA,Private,13,11,9,5,6,12,1,1,3,19,0,2,10,5.63,1905
KARNATAKA,Government,17,11,12,9,7,10,0,1,2,31,4,5,8,5.62,1906
TAMIL NADU,Government,16,10,10,6,8,10,1,0,2,20,0,2,8,5.62,1907
WEST BENGAL,Private,10,10,13,5,1,10,0,0,6,19,1,10,3,5.62,1908
KARNATAKA,Government,11,9,6,6,1,6,1,0,5,3,2,4,7,5.6,1909
UTTAR PRADESH,Private,9,11,10,7,1,7,0,1,5,13,1,2,5,5.59,1910
UTTAR PRADESH,Government,16,9,11,10,6,11,0,1,3,27,1,8,5,5.59,1911
UTTAR PRADESH,Private,11,4,9,7,1,9,1,1,1,2,1,2,4,5.59,1912
TAMIL NADU,Private,9,8,15,10,5,7,1,1,2,45,19,1,0,5.57,1913
GUJARAT,Government,17,9,6,11,4,3,1,0,3,24,6,3,7,5.57,1914
WEST BENGAL,Private,12,5,9,12,4,8,0,0,3,0,0,2,3,5.57,1915
TAMIL NADU,Government,8,9,12,16,5,12,1,1,5,4,0,0,8,5.57,1916
MAHARASHTRA,Government,14,14,3,10,3,10,0,1,3,0,0,1,8,5.57,1917
PUNJAB,Government,7,8,9,6,8,14,0,1,2,5,0,2,0,5.56,1918
TAMIL NADU,Government,17,13,13,8,5,11,0,0,5,10,6,3,7,5.56,1919
HARYANA,Government,15,14,6,5,8,5,2,0,6,4,2,2,8,5.56,1920
KERALA,Government,12,7,7,9,2,2,2,0,8,5,3,10,9,5.56,1921
UTTARAKHAND,Government,9,5,5,8,6,10,1,1,5,43,3,2,2,5.54,1922
KARNATAKA,Government,19,6,8,10,3,11,2,1,1,26,3,0,1,5.54,1923
KARNATAKA,Private,13,5,14,9,1,13,0,1,2,18,15,0,3,5.54,1924
UTTAR PRADESH,Private,19,7,7,7,8,14,2,0,2,39,1,8,1,5.54,1925
MAHARASHTRA,Government,14,13,7,9,7,7,1,1,7,12,3,8,2,5.54,1926
UTTAR PRADESH,Government,9,15,9,6,5,8,1,0,7,22,1,0,7,5.52,1927
ODISHA,Private,21,8,5,10,7,7,1,0,3,21,12,3,5,5.52,1928
MAHARASHTRA,Government,12,9,8,13,3,15,1,0,7,18,10,9,6,5.51,1929
MAHARASHTRA,Government,14,9,14,8,6,13,1,0,3,29,8,4,1,5.51,1930
KARNATAKA,Government,13,8,7,4,3,9,2,1,5,11,1,5,9,5.51,1931
TAMIL NADU,Private,11,11,10,11,3,15,1,1,6,6,1,5,9,5.51,1932
KARNATAKA,Government,13,9,13,5,1,13,0,1,1,18,9,6,1,5.49,1933
UTTAR PRADESH,Private,9,9,5,12,3,11,0,1,8,18,16,3,9,5.49,1934
MAHARASHTRA,Government,11,14,9,11,5,13,2,1,5,14,0,7,3,5.49,1935
UTTARAKHAND,Private,18,8,6,15,7,12,1,1,6,3,0,0,0,5.48,1936
MAHARASHTRA,Private,11,5,7,13,7,7,1,0,8,2,0,2,9,5.48,1937
MAHARASHTRA,Government,12,3,7,11,8,7,2,0,7,27,1,3,1,5.48,1938
WEST BENGAL,Private,14,8,7,9,2,10,2,1,4,6,3,0,6,5.46,1939
UTTAR PRADESH,Government,10,12,8,11,3,8,0,1,5,16,4,2,1,5.46,1940
MAHARASHTRA,Private,13,6,7,6,3,2,1,1,3,3,1,9,3,5.44,1941
ANDHRA PRADESH,Government,14,2,8,11,4,10,1,1,4,29,2,3,2,5.44,1942
TAMIL NADU,Government,13,11,11,4,4,4,1,1,7,39,23,1,0,5.44,1943
TELANGANA,Government,16,4,12,15,7,11,2,1,8,11,1,8,5,5.41,1944
MAHARASHTRA,Private,15,12,7,16,6,14,1,1,2,33,9,2,3,5.41,1945
UTTAR PRADESH,Private,19,13,12,9,2,14,2,1,4,24,4,2,4,5.41,1946
UTTAR PRADESH,Private,15,8,11,5,4,5,0,0,6,1,0,5,5,5.4,1947
MADHYA PRADESH,Private,13,9,9,14,1,7,0,1,3,0,0,1,3,5.4,1948
ANDHRA PRADESH,Private,14,4,14,12,8,5,1,0,2,23,4,3,0,5.4,1949
TAMIL NADU,Government,8,16,13,13,2,5,1,1,7,35,3,2,0,5.38,1950
TAMIL NADU,Private,13,10,9,10,3,12,0,0,3,21,14,2,2,5.38,1951
TAMIL NADU,Private,14,8,6,6,1,14,1,1,6,22,3,1,4,5.38,1952
TELANGANA,Government,12,6,14,14,7,10,1,0,4,25,9,4,7,5.38,1953
UTTAR PRADESH,Government,13,8,9,2,3,7,1,0,2,12,9,0,7,5.38,1954
ANDHRA PRADESH,Government,16,7,13,12,7,7,1,1,3,2,0,2,2,5.38,1955
UTTAR PRADESH,Private,13,11,5,6,5,12,1,0,2,17,2,7,10,5.37,1956
MAHARASHTRA,Government,12,7,6,9,8,11,0,1,2,34,4,2,6,5.37,1957
MADHYA PRADESH,Government,6,6,14,4,8,5,1,1,6,17,1,1,0,5.37,1958
MAHARASHTRA,Private,10,13,9,9,5,11,2,0,4,16,13,4,4,5.35,1959
SIKKIM,Private,17,8,9,6,7,16,1,1,8,13,7,8,5,5.33,1960
ETHIOPIA,Government,14,9,12,2,7,10,2,1,5,3,1,2,5,5.33,1961
UTTAR PRADESH,Government,8,3,3,10,7,8,1,0,5,2,1,6,5,5.33,1962
KERALA,Private,18,8,6,13,8,7,2,1,6,17,3,4,8,5.33,1963
MAHARASHTRA,Government,11,8,9,5,3,10,1,0,6,30,3,1,6,5.32,1964
TAMIL NADU,Private,20,12,11,4,1,8,1,1,3,2,1,5,7,5.32,1965
KERALA,Private,21,6,5,2,8,7,2,0,5,9,7,0,2,5.3,1966
MAHARASHTRA,Government,15,9,4,8,2,10,1,1,5,9,3,3,6,5.3,1967
TAMIL NADU,Private,13,9,12,8,5,13,1,0,8,0,0,1,8,5.3,1968
MAHARASHTRA,Government,15,10,13,7,1,3,1,1,6,5,1,8,6,5.29,1969
MAHARASHTRA,Government,13,5,3,10,2,11,1,1,3,10,4,10,10,5.29,1970
TAMIL NADU,Government,16,8,6,11,2,9,1,1,8,19,0,9,8,5.29,1971
MAHARASHTRA,Government,6,14,5,6,4,14,1,1,7,6,4,2,10,5.29,1972
GUJARAT,Government,21,12,9,9,1,10,0,1,5,3,2,8,9,5.29,1973
KERALA,Government,21,8,10,9,7,7,0,0,2,0,0,1,10,5.27,1974
TAMIL NADU,Private,13,9,5,8,6,9,1,1,4,4,0,9,4,5.24,1975
MAHARASHTRA,Government,10,9,8,9,7,4,0,0,5,5,0,9,3,5.21,1976
BIHAR,Private,16,7,12,14,8,2,2,1,1,13,2,8,1,5.21,1977
TELANGANA,Government,18,7,5,8,1,14,1,0,2,19,1,0,4,5.21,1978
MAHARASHTRA,Government,13,12,12,10,4,10,2,1,1,14,8,9,3,5.21,1979
MAHARASHTRA,Government,22,9,9,5,7,8,1,1,3,30,2,5,4,5.21,1980
MAHARASHTRA,Government,14,9,9,6,4,7,0,1,1,6,2,6,7,5.21,1981
PONDICHERRY,Government,9,11,14,12,2,15,0,1,5,23,4,9,0,5.19,1982
MAHARASHTRA,Government,9,5,9,7,5,8,2,1,5,7,2,1,4,5.19,1983
HARYANA,Private,12,12,15,13,5,4,1,1,5,23,8,9,2,5.17,1984
ODISHA,Government,8,7,6,4,7,5,0,0,7,1,1,1,6,5.16,1985
MAHARASHTRA,Private,21,10,10,5,3,6,1,0,7,36,7,10,6,5.16,1986
TAMIL NADU,Government,5,13,3,11,7,9,0,0,1,8,2,7,1,5.16,1987
GOA,Government,16,13,5,10,2,10,1,1,2,0,0,3,1,5.16,1988
TAMIL NADU,Government,16,12,15,10,4,14,0,1,6,12,2,10,1,5.14,1989
MAHARASHTRA,Government,12,8,15,9,6,16,1,0,6,27,3,8,0,5.14,1990
TAMIL NADU,Government,17,11,13,12,2,14,1,0,4,48,7,8,7,5.14,1991
MAHARASHTRA,Government,13,6,10,12,5,10,1,1,8,16,0,2,7,5.13,1992
KERALA,Government,7,8,12,8,3,9,2,0,5,20,12,3,0,5.13,1993
KERALA,Government,13,13,3,9,8,13,0,1,2,7,3,5,4,5.11,1994
ANDHRA PRADESH,Private,14,11,5,3,1,8,2,0,7,4,0,2,8,5.11,1995
MADHYA PRADESH,Government,17,13,9,10,4,11,2,0,2,21,1,5,10,5.1,1996
UTTAR PRADESH,Government,15,4,7,11,3,6,0,0,8,3,2,2,9,5.1,1997
KARNATAKA,Government,18,14,5,6,8,13,0,0,7,13,6,2,1,5.1,1998
KARNATAKA,Government,12,9,9,8,8,3,1,1,7,7,3,8,1,5.1,1999
KARNATAKA,Private,15,7,7,8,6,14,1,0,1,7,6,0,7,5.06,2000
TAMIL NADU,Private,13,11,7,7,6,13,0,0,8,8,8,8,3,5.05,2001
TELANGANA,Government,12,2,11,10,3,12,1,0,6,5,4,7,0,5.05,2002
KARNATAKA,Government,7,10,12,5,5,9,0,1,8,30,2,7,6,5.05,2003
MIZORAM,Government,7,6,6,12,4,9,1,1,6,3,3,9,9,5.03,2004
MAHARASHTRA,Government,9,5,3,13,6,14,1,0,2,10,4,2,9,5.03,2005
TAMIL NADU,Private,5,13,14,12,1,14,2,1,4,0,0,3,9,5.03,2006
UTTAR PRADESH,Government,16,2,15,13,1,9,2,0,6,18,1,6,2,5.02,2007
UTTAR PRADESH,Government,10,15,10,13,2,7,2,1,2,1,0,0,5,5.02,2008
JHARKHAND,Government,9,14,13,3,3,7,2,1,2,14,5,3,3,5.02,2009
UTTAR PRADESH,Government,15,9,5,8,8,8,0,1,4,10,9,0,5,4.97,2010
UTTAR PRADESH,Private,17,8,12,8,7,6,1,0,4,8,1,1,10,4.97,2011
JAMMU AND KASHMIR,Private,16,8,7,8,4,10,1,1,6,4,1,2,2,4.97,2012
MADHYA PRADESH,Government,12,10,7,6,4,13,0,1,3,11,4,1,3,4.95,2013
UTTAR PRADESH,Government,15,9,13,7,4,9,0,0,7,2,0,9,0,4.94,2014
TAMIL NADU,Government,12,8,9,9,3,14,1,0,7,3,1,8,0,4.92,2015
KARNATAKA,Private,13,3,11,11,7,6,2,0,8,9,2,3,3,4.92,2016
UTTAR PRADESH,Private,14,11,11,15,8,8,1,1,7,0,0,7,2,4.92,2017
UTTAR PRADESH,Government,20,11,12,8,2,13,1,1,1,12,12,3,6,4.9,2018
MAHARASHTRA,Private,16,10,8,5,8,4,2,1,7,22,3,5,3,4.89,2019
UTTAR PRADESH,Government,16,7,7,6,1,10,1,0,5,0,0,2,5,4.89,2020
CHHATTISGARH,Government,9,7,12,8,6,12,0,1,7,4,2,6,0,4.89,2021
KARNATAKA,Private,13,10,2,7,7,3,1,0,8,24,10,3,1,4.89,2022
UTTAR PRADESH,Government,17,12,11,7,3,12,2,1,6,40,6,2,9,4.87,2023
TAMIL NADU,Government,16,8,10,9,7,8,0,0,7,15,6,3,2,4.86,2024
MAHARASHTRA,Government,11,16,8,8,8,10,2,1,2,7,3,9,0,4.83,2025
UTTAR PRADESH,Government,18,12,10,10,2,13,1,0,7,2,1,1,4,4.79,2026
MAHARASHTRA,Government,13,12,6,11,4,12,0,0,3,7,4,0,8,4.75,2027
UTTAR PRADESH,Government,15,7,7,5,8,11,2,0,2,11,6,0,0,4.73,2028
WEST BENGAL,Government,21,12,6,11,3,9,2,0,6,26,5,4,0,4.73,2029
KARNATAKA,Government,18,11,3,12,2,13,1,0,4,3,0,6,3,4.73,2030
RAJASTHAN,Private,6,11,7,8,6,9,2,0,1,3,0,3,3,4.73,2031
UTTAR PRADESH,Government,9,12,10,14,6,4,1,0,4,2,0,6,10,4.71,2032
TELANGANA,Government,11,5,3,11,7,15,1,1,4,34,2,7,2,4.7,2033
KERALA,Private,8,12,7,7,6,7,1,1,1,14,5,1,6,4.68,2034
MADHYA PRADESH,Government,17,16,7,8,2,7,2,1,1,1,0,5,5,4.65,2035
MADHYA PRADESH,Government,16,14,7,14,7,8,0,1,4,3,0,4,9,4.63,2036
UTTAR PRADESH,Government,14,7,16,14,8,2,0,0,7,4,3,7,2,4.63,2037
MAHARASHTRA,Government,15,7,7,2,6,5,1,0,3,4,2,0,1,4.6,2038
TAMIL NADU,Government,9,14,10,8,8,11,1,1,5,2,1,3,4,4.59,2039
TAMIL NADU,Government,21,4,4,5,4,3,0,1,7,38,5,2,1,4.54,2040
MAHARASHTRA,Government,16,12,6,8,6,5,0,0,6,3,0,8,0,4.54,2041
WEST BENGAL,Government,17,7,9,5,1,10,1,1,7,7,4,3,8,4.54,2042
TELANGANA,Government,16,9,10,7,4,5,2,1,7,4,1,0,4,4.52,2043
WEST BENGAL,Private,10,6,4,10,1,10,0,0,7,13,12,2,0,4.51,2044
TAMIL NADU,Government,12,7,8,5,2,6,2,0,1,1,0,6,8,4.51,2045
KARNATAKA,Government,19,13,14,10,2,9,1,1,3,14,4,9,1,4.48,2046
MAHARASHTRA,Government,16,14,9,10,6,8,1,0,2,0,0,9,1,4.48,2047
MAHARASHTRA,Private,10,8,8,9,4,16,1,1,6,5,0,7,8,4.43,2048
ANDHRA PRADESH,Private,15,11,11,7,7,7,2,0,4,6,0,8,0,4.38,2049
ODISHA,Private,11,13,16,13,1,11,1,1,7,2,2,7,0,4.37,2050
ANDHRA PRADESH,Government,9,7,4,12,3,15,0,0,7,5,1,3,6,4.35,2051
TAMIL NADU,Private,18,9,7,12,6,10,1,1,7,13,13,9,2,4.35,2052
RAJASTHAN,Private,11,11,14,8,5,5,2,1,7,19,6,1,3,4.35,2053
MAHARASHTRA,Private,13,11,7,13,2,6,1,0,2,0,0,8,6,4.32,2054
MAHARASHTRA,Private,14,11,13,14,5,12,1,0,6,13,5,0,10,4.32,2055
UTTARAKHAND,Government,7,15,12,10,4,9,2,0,3,9,6,0,2,4.3,2056
KERALA,Government,14,15,8,13,4,13,1,0,5,0,0,3,0,4.3,2057
ANDHRA PRADESH,Government,16,10,15,13,6,14,0,0,1,0,0,8,8,4.27,2058
MAHARASHTRA,Private,15,8,3,10,7,7,1,1,3,25,0,4,10,4.25,2059
MAHARASHTRA,Government,9,8,8,5,2,10,0,1,3,28,4,7,3,4.25,2060
MADHYA PRADESH,Private,11,9,6,14,2,10,2,1,5,0,0,2,1,4.14,2061
UTTAR PRADESH,Private,9,10,7,9,6,11,1,0,6,2,0,2,4,4.13,2062
HARYANA,Government,12,14,6,11,8,5,1,1,3,7,1,3,8,4.11,2063
GOA,Government,14,7,3,11,1,10,1,0,1,0,0,6,7,4.08,2064
KARNATAKA,Government,8,9,3,14,5,6,1,1,8,6,0,0,0,4.08,2065
MAHARASHTRA,Government,15,11,9,11,5,5,1,0,4,13,1,7,5,4.08,2066
UTTAR PRADESH,Government,12,8,10,11,8,15,1,0,3,13,12,3,0,4.06,2067
TAMIL NADU,Government,8,9,13,10,6,8,1,0,7,3,1,2,0,4.05,2068
TAMIL NADU,Government,13,3,7,10,7,8,0,1,4,5,3,1,1,4.02,2069
ANDHRA PRADESH,Government,10,7,9,11,5,6,0,1,6,8,2,3,7,4.02,2070
KERALA,Government,18,14,12,6,8,3,2,0,6,25,0,3,9,4.0,2071
KARNATAKA,Government,12,11,7,10,8,7,1,1,3,19,1,8,0,3.98,2072
MAHARASHTRA,Government,11,6,7,9,2,13,1,0,6,9,6,3,1,3.97,2073
TELANGANA,Government,15,3,11,7,5,14,1,1,6,1,0,1,7,3.97,2074
PUNJAB,Private,12,9,9,6,5,13,1,0,4,3,1,4,8,3.95,2075
UTTAR PRADESH,Government,10,4,11,3,3,9,2,1,2,10,2,6,10,3.86,2076
TAMIL NADU,Government,15,14,12,13,2,10,2,1,7,3,1,0,2,3.84,2077
JHARKHAND,Private,7,10,13,6,2,7,0,0,3,11,3,2,8,3.78,2078
MAHARASHTRA,Government,10,13,4,7,3,7,1,0,5,15,1,3,1,3.71,2079
MAHARASHTRA,Government,14,10,8,8,8,9,2,0,5,11,2,3,7,3.71,2080
MAHARASHTRA,Government,13,10,2,9,7,10,0,1,3,12,5,4,0,3.65,2081
GUJARAT,Private,14,6,12,15,8,12,1,1,2,24,0,2,1,3.65,2082
MAHARASHTRA,Government,7,8,10,9,3,6,1,1,3,0,0,2,3,3.63,2083
ANDHRA PRADESH,Government,21,7,12,15,3,10,1,0,3,9,1,8,1,3.62,2084
UTTARAKHAND,Government,14,9,4,12,1,12,2,0,2,3,0,1,6,3.33,2085
TAMIL NADU,Private,13,10,7,9,6,7,1,1,6,6,0,7,1,3.22,2086
TAMIL NADU,Government,11,7,15,6,5,11,0,0,6,5,2,1,0,3.14,2087
UTTAR PRADESH,Private,23,13,11,4,7,7,0,1,5,8,1,4,1,3.1,2088
MAHARASHTRA,Government,10,8,15,9,3,6,1,0,3,0,0,3,2,3.03,2089
GUJARAT,Private,7,14,12,16,8,7,1,0,5,15,5,0,6,3.03,2090
ANDHRA PRADESH,Government,10,4,14,14,2,14,1,0,4,0,0,0,4,2.76,2091
PONDICHERRY,Government,17,10,5,7,2,9,1,0,5,0,0,2,1,2.68,2092
TAMIL NADU,Private,9,8,6,8,3,11,0,1,7,0,0,3,1,2.6,2093
